herkunft,geschlecht,name,preis,zimmer,flaeche,stadt,einladung
arabisch,weiblich,Maryam Abedini,690,2,50,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,429,1,38,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,375,1,33.36,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,375,1,33.36,berlin,TRUE
deutsch,männlich,Stephan Braun,375,1,33.36,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,450,2,45,köln,TRUE
türkisch,weiblich,Aylin Demirci,450,2,45,köln,TRUE
deutsch,weiblich,Hanna Berg,600,1,39,münchen,TRUE
arabisch,weiblich,Maryam Abedini,600,1,39,münchen,TRUE
türkisch,weiblich,Aylin Demirci,366,1.5,37,köln,TRUE
deutsch,weiblich,Nina Weiss,366,1.5,37,köln,TRUE
deutsch,weiblich,Nina Weiss,440,1,40,köln,TRUE
deutsch,weiblich,Hanna Berg,450,2,45,köln,TRUE
polnisch,männlich,Mikolaj Janowski,414,1.5,49.64,berlin,FALSE
polnisch,weiblich,Milena Adamowicz,235,2,45,leipzig,TRUE
polnisch,männlich,Mikolaj Janowski,420,1,45,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,420,1,45,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,235,2,45,leipzig,TRUE
deutsch,männlich,Stephan Braun,800,2,52,münchen,FALSE
italienisch,männlich,Stefano Loguercio,800,2,52,münchen,FALSE
türkisch,männlich,Haimt Yilmaz,800,2,52,münchen,FALSE
deutsch,männlich,Stephan Braun,800,2,52,münchen,FALSE
deutsch,weiblich,Nina Weiss,800,1,33,münchen,TRUE
deutsch,männlich,Stephan Braun,800,2,52,münchen,FALSE
türkisch,männlich,Haimt Yilmaz,800,2,52,münchen,FALSE
deutsch,männlich,Carsten Meier,300,1,48,magdeburg,TRUE
arabisch,männlich,Ismail Hamed,300,1,48,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,300,1,48,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,300,1,48,magdeburg,TRUE
deutsch,männlich,Stephan Braun,469,2,55,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,469,2,55,berlin,TRUE
arabisch,weiblich,Maryam Abedini,515,2,46,köln,TRUE
deutsch,weiblich,Nina Weiss,515,2,46,köln,TRUE
deutsch,männlich,Stephan Braun,395,1,32,münchen,TRUE
italienisch,männlich,Stefano Loguercio,395,1,32,münchen,TRUE
türkisch,männlich,Haimt Yilmaz,600,2.5,44,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,310,2,53,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,295,2,46,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,295,2,46,leipzig,TRUE
deutsch,männlich,Stephan Braun,480,2,50,köln,TRUE
deutsch,männlich,Stephan Braun,480,2,50,köln,FALSE
polnisch,weiblich,Milena Adamowicz,209,2,33.96,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,209,2,33.96,magdeburg,FALSE
türkisch,weiblich,Aylin Demirci,209,2,33.96,magdeburg,FALSE
deutsch,männlich,Stephan Braun,637,2,58,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,395,2,60,leipzig,FALSE
deutsch,männlich,Stephan Braun,395,2,60,leipzig,FALSE
türkisch,weiblich,Aylin Demirci,239,2,41.64,dortmund,FALSE
deutsch,männlich,Daniel Buschle,440,1,36,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,440,1,36,berlin,TRUE
italienisch,männlich,Stefano Loguercio,440,1,36,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,620,1,40,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,564,2,59.38,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,564,2,59.38,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,235.28,1,31.37,dresden,TRUE
deutsch,weiblich,Hanna Berg,379.93,2,38.97,hamburg,TRUE
deutsch,weiblich,Hanna Berg,235.28,1,31.37,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,235.28,1,31.37,dresden,TRUE
arabisch,männlich,Ismail Hamed,565,1,45,köln,FALSE
deutsch,männlich,Stephan Braun,565,1,45,köln,FALSE
türkisch,männlich,Haimt Yilmaz,565,1,45,köln,FALSE
deutsch,männlich,Daniel Buschle,460,2,54,berlin,TRUE
italienisch,männlich,Stefano Loguercio,460,2,54,berlin,TRUE
deutsch,männlich,Carsten Meier,460,2,54,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,260,1,42,dortmund,TRUE
deutsch,weiblich,Hanna Berg,260,1,42,dortmund,TRUE
arabisch,weiblich,Maryam Abedini,260,1,42,dortmund,TRUE
deutsch,männlich,Lovis Kuhn,540,2,40,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,450,1,39,berlin,TRUE
türkisch,weiblich,Aylin Demirci,450,1,39,berlin,TRUE
deutsch,weiblich,Nina Weiss,450,1,39,berlin,TRUE
deutsch,männlich,Stephan Braun,549,2,48.11,berlin,TRUE
deutsch,männlich,Lovis Kuhn,549,2,48.11,berlin,TRUE
arabisch,männlich,Ismail Hamed,549,2,48.11,berlin,TRUE
deutsch,männlich,Carsten Meier,549,2,48.11,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,549,2,48.11,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,380,1,40,nürnberg,TRUE
arabisch,weiblich,Maryam Abedini,380,1,40,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,580,2,55,köln,TRUE
italienisch,männlich,Stefano Loguercio,580,2,55,köln,TRUE
deutsch,männlich,Carsten Meier,303,2,45.96,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,300,1.5,42,berlin,TRUE
deutsch,weiblich,Nina Weiss,450,1,39,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,450,1,39,berlin,TRUE
türkisch,weiblich,Aylin Demirci,315,2,45,dresden,TRUE
deutsch,weiblich,Hanna Berg,315,2,45,dresden,TRUE
italienisch,weiblich,Vittoria di Lauro,315,2,45,dresden,TRUE
deutsch,männlich,Daniel Buschle,345,1,31.48,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,345,1,31.48,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,345,1,31.48,nürnberg,TRUE
italienisch,männlich,Stefano Loguercio,495,2,55,köln,TRUE
deutsch,männlich,Stephan Braun,495,2,55,köln,TRUE
deutsch,weiblich,Hanna Berg,247.5,2.5,55,dortmund,TRUE
arabisch,männlich,Ismail Hamed,495,2,55,köln,TRUE
polnisch,männlich,Mikolaj Janowski,580,1,52,köln,TRUE
türkisch,männlich,Haimt Yilmaz,580,1,52,köln,TRUE
deutsch,männlich,Stephan Braun,580,1,52,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,560,2,48.5,nürnberg,TRUE
polnisch,weiblich,Milena Adamowicz,560,2,48.5,nürnberg,TRUE
deutsch,weiblich,Nina Weiss,560,2,48.5,nürnberg,TRUE
deutsch,männlich,Lovis Kuhn,329,2.5,52.06,leipzig,TRUE
italienisch,männlich,Stefano Loguercio,271.2,2,47.56,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,690,2,53.5,münchen,FALSE
deutsch,männlich,Stephan Braun,271.2,2,47.56,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,690,2,53.5,münchen,FALSE
türkisch,weiblich,Aylin Demirci,175,1,30,dortmund,TRUE
polnisch,weiblich,Milena Adamowicz,175,1,30,dortmund,TRUE
deutsch,weiblich,Hanna Berg,175,1,30,dortmund,TRUE
arabisch,weiblich,Maryam Abedini,514.95,2,58.65,berlin,TRUE
deutsch,weiblich,Hanna Berg,514.95,2,58.65,berlin,TRUE
deutsch,weiblich,Hanna Berg,480,2,51,köln,TRUE
polnisch,weiblich,Milena Adamowicz,514.95,2,58.65,berlin,TRUE
deutsch,männlich,Lovis Kuhn,463.75,2,53,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,290,2,49.56,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,380,2,56.1,dresden,TRUE
türkisch,weiblich,Aylin Demirci,480,2,51,köln,FALSE
arabisch,weiblich,Maryam Abedini,480,2,51,köln,FALSE
türkisch,weiblich,Aylin Demirci,315.58,2,49.76,berlin,FALSE
deutsch,männlich,Stephan Braun,303,2,57.2,leipzig,TRUE
deutsch,männlich,Stephan Braun,362,1,32.13,berlin,TRUE
italienisch,männlich,Stefano Loguercio,362,1,32.13,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,365,1.5,42,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,465,2,45,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,415,2,41.2,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,380,2,56.1,dresden,TRUE
türkisch,männlich,Haimt Yilmaz,594,2,53.96,köln,TRUE
deutsch,männlich,Stephan Braun,610,3,55.11,köln,TRUE
arabisch,weiblich,Maryam Abedini,315.58,2,49.76,berlin,FALSE
deutsch,weiblich,Hanna Berg,315.58,2,49.76,berlin,FALSE
deutsch,männlich,Stephan Braun,610,3,55.11,köln,TRUE
italienisch,männlich,Stefano Loguercio,610,3,55.11,köln,TRUE
deutsch,männlich,Stephan Braun,560,1,32,münchen,TRUE
deutsch,männlich,Stephan Braun,510,2,53.31,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,270,2,38,nürnberg,FALSE
türkisch,weiblich,Aylin Demirci,270,2,38,nürnberg,FALSE
deutsch,männlich,Stephan Braun,815,2,59,münchen,TRUE
deutsch,männlich,Stephan Braun,360,2.5,53,dortmund,FALSE
türkisch,weiblich,Aylin Demirci,461,2,59.9,köln,TRUE
deutsch,weiblich,Hanna Berg,461,2,59.9,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,461,2,59.9,köln,TRUE
arabisch,weiblich,Maryam Abedini,348,2,48,hamburg,TRUE
deutsch,männlich,Stephan Braun,560,1,32,münchen,TRUE
deutsch,weiblich,Nina Weiss,690,2,53.5,münchen,FALSE
italienisch,männlich,Stefano Loguercio,410,1,45,berlin,TRUE
deutsch,männlich,Daniel Buschle,410,1,45,berlin,TRUE
italienisch,männlich,Stefano Loguercio,410,1,45,berlin,TRUE
arabisch,weiblich,Maryam Abedini,295,2,46,leipzig,FALSE
türkisch,weiblich,Aylin Demirci,295,2,46,leipzig,FALSE
türkisch,männlich,Haimt Yilmaz,410,1,45,berlin,TRUE
türkisch,weiblich,Aylin Demirci,630,2,45,münchen,TRUE
deutsch,männlich,Stephan Braun,524,2.5,60,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,524,2.5,60,hamburg,FALSE
polnisch,männlich,Mikolaj Janowski,524,2.5,60,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,620,2.5,57.8,köln,FALSE
arabisch,männlich,Ismail Hamed,620,2.5,57.8,köln,FALSE
arabisch,weiblich,Maryam Abedini,700,2,47,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,700,2,47,frankfurt,FALSE
deutsch,weiblich,Hanna Berg,700,2,47,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,267.38,2,49.79,dortmund,TRUE
deutsch,männlich,Lovis Kuhn,214.47,1,36.66,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,700,2,47,frankfurt,TRUE
türkisch,weiblich,Aylin Demirci,301.6,2,55.44,dortmund,TRUE
deutsch,weiblich,Hanna Berg,212.16,1,37.22,dortmund,TRUE
türkisch,weiblich,Aylin Demirci,480,2,53.18,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,480,2,53.18,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,465,2,39.1,köln,TRUE
deutsch,weiblich,Hanna Berg,247.5,2.5,55,dortmund,FALSE
türkisch,männlich,Haimt Yilmaz,600,2,54.39,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,600,2,54.39,hamburg,TRUE
deutsch,männlich,Daniel Buschle,600,2,54.39,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,410,1,45,berlin,TRUE
deutsch,weiblich,Hanna Berg,312.43,2,57.65,dortmund,FALSE
italienisch,weiblich,Vittoria di Lauro,312.43,2,57.65,dortmund,FALSE
türkisch,weiblich,Aylin Demirci,312.43,2,57.65,dortmund,FALSE
deutsch,weiblich,Hanna Berg,495,2,45.08,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,495,2,45.08,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,495,2,45.08,hamburg,TRUE
deutsch,weiblich,Hanna Berg,400,2,44,frankfurt,FALSE
italienisch,weiblich,Vittoria di Lauro,400,2,44,frankfurt,FALSE
polnisch,weiblich,Milena Adamowicz,400,2,44,frankfurt,FALSE
italienisch,weiblich,Vittoria di Lauro,456,2,57,dresden,TRUE
deutsch,weiblich,Hanna Berg,456,2,57,dresden,TRUE
arabisch,weiblich,Maryam Abedini,456,2,57,dresden,TRUE
deutsch,männlich,Stephan Braun,352.5,2,47,berlin,TRUE
deutsch,weiblich,Hanna Berg,480,2,53.18,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,480,2,53.18,nürnberg,TRUE
polnisch,männlich,Mikolaj Janowski,308,3,58.12,magdeburg,TRUE
arabisch,männlich,Ismail Hamed,308,3,58.12,magdeburg,TRUE
deutsch,männlich,Stephan Braun,308,3,58.12,magdeburg,TRUE
deutsch,männlich,Stephan Braun,235,2,40.24,leipzig,TRUE
deutsch,weiblich,Hanna Berg,359.77,2,47.06,berlin,TRUE
deutsch,weiblich,Hanna Berg,290,2,52.74,leipzig,TRUE
deutsch,weiblich,Nina Weiss,501.21,2.5,56,berlin,TRUE
deutsch,weiblich,Nina Weiss,695,2,45,münchen,TRUE
arabisch,weiblich,Maryam Abedini,695,2,45,münchen,TRUE
deutsch,weiblich,Hanna Berg,365,1.5,42,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,501.21,2.5,56,berlin,TRUE
deutsch,weiblich,Hanna Berg,250,1,37.5,dresden,FALSE
deutsch,weiblich,Nina Weiss,403,2,51.79,berlin,TRUE
arabisch,weiblich,Maryam Abedini,285,2,40.3,köln,FALSE
türkisch,weiblich,Aylin Demirci,285,2,40.3,köln,FALSE
deutsch,weiblich,Nina Weiss,285,2,40.3,köln,FALSE
arabisch,männlich,Ismail Hamed,289,2,44.48,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,279,2,57.79,dortmund,TRUE
italienisch,männlich,Stefano Loguercio,269,2,52.88,dortmund,TRUE
deutsch,weiblich,Nina Weiss,281,2,43.92,dortmund,TRUE
deutsch,weiblich,Nina Weiss,373.9,2,49.85,berlin,TRUE
italienisch,männlich,Stefano Loguercio,517,2,47,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,517,2,47,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,517,2,47,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,695,1,44.64,frankfurt,TRUE
deutsch,männlich,Stephan Braun,269,2,52.88,dortmund,TRUE
türkisch,weiblich,Aylin Demirci,279,2,57.79,dortmund,TRUE
polnisch,männlich,Mikolaj Janowski,289,2,44.48,dortmund,TRUE
deutsch,männlich,Carsten Meier,710,2,49,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,710,2,49,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,710,2,49,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,630,2,58,hamburg,TRUE
arabisch,männlich,Ismail Hamed,310,1,36.4,nürnberg,FALSE
deutsch,männlich,Lovis Kuhn,420,1,34,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,630,2,58,hamburg,TRUE
deutsch,männlich,Stephan Braun,517,2,47,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,700,2,47,münchen,FALSE
polnisch,männlich,Mikolaj Janowski,700,2,47,münchen,FALSE
italienisch,weiblich,Vittoria di Lauro,630,2,58,hamburg,TRUE
arabisch,männlich,Ismail Hamed,330,2,58,dortmund,TRUE
deutsch,männlich,Stephan Braun,330,2,58,dortmund,TRUE
polnisch,männlich,Mikolaj Janowski,580,1,52,köln,TRUE
arabisch,weiblich,Maryam Abedini,450,2,52,dortmund,TRUE
türkisch,männlich,Haimt Yilmaz,580,1,52,köln,TRUE
deutsch,männlich,Stephan Braun,580,1,52,köln,TRUE
arabisch,männlich,Ismail Hamed,462.72,2,53,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,462.72,2,53,berlin,TRUE
deutsch,weiblich,Nina Weiss,450,2,52,dortmund,FALSE
deutsch,weiblich,Nina Weiss,325,2,53,leipzig,TRUE
deutsch,männlich,Carsten Meier,860,2,56,münchen,TRUE
arabisch,weiblich,Maryam Abedini,500,2,41,köln,TRUE
deutsch,weiblich,Nina Weiss,500,2,41,köln,TRUE
türkisch,weiblich,Aylin Demirci,500,2,41,köln,TRUE
deutsch,weiblich,Nina Weiss,440,1,40,köln,TRUE
polnisch,männlich,Mikolaj Janowski,395,1,32,münchen,TRUE
polnisch,männlich,Mikolaj Janowski,395,1,32,münchen,TRUE
deutsch,männlich,Stephan Braun,524,2.5,60,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,524,2.5,60,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,524,2.5,60,hamburg,TRUE
deutsch,weiblich,Hanna Berg,340,2,60,dortmund,TRUE
arabisch,weiblich,Maryam Abedini,340,2,60,dortmund,TRUE
deutsch,weiblich,Hanna Berg,329.73,3,59.95,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,292.24,2,55.14,magdeburg,TRUE
arabisch,weiblich,Maryam Abedini,274.32,3,57.15,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,283.03,2,51.46,magdeburg,FALSE
deutsch,männlich,Daniel Buschle,248.3,3,57.08,magdeburg,FALSE
arabisch,männlich,Ismail Hamed,248.3,3,57.08,magdeburg,FALSE
türkisch,männlich,Haimt Yilmaz,248.3,3,57.08,magdeburg,FALSE
türkisch,männlich,Haimt Yilmaz,248.3,3,57.08,magdeburg,FALSE
deutsch,männlich,Stephan Braun,860,2,56,münchen,TRUE
polnisch,männlich,Mikolaj Janowski,314.26,2,46.53,berlin,TRUE
deutsch,weiblich,Hanna Berg,339,2,51,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,339,2,51,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,339,2,51,leipzig,TRUE
deutsch,männlich,Daniel Buschle,269,1,37.3,leipzig,FALSE
türkisch,männlich,Haimt Yilmaz,360,2,48,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,360,2,48,dresden,TRUE
deutsch,männlich,Daniel Buschle,675,2,55,frankfurt,TRUE
deutsch,männlich,Stephan Braun,360,2,48,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,420,2,59.48,berlin,TRUE
deutsch,männlich,Lovis Kuhn,420,2,59.48,berlin,TRUE
arabisch,weiblich,Maryam Abedini,404,1,34.48,frankfurt,TRUE
türkisch,weiblich,Aylin Demirci,404,1,34.48,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,434,2,41.75,berlin,TRUE
deutsch,weiblich,Hanna Berg,570,2,57,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,570,2,57,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,404,1,34.48,frankfurt,TRUE
deutsch,männlich,Carsten Meier,249.64,1,32.01,berlin,TRUE
arabisch,männlich,Ismail Hamed,249.64,1,32.01,berlin,TRUE
deutsch,männlich,Stephan Braun,620,2,56,hamburg,TRUE
deutsch,männlich,Stephan Braun,270,2,47.93,dortmund,TRUE
türkisch,weiblich,Aylin Demirci,900,2,53.86,münchen,FALSE
arabisch,männlich,Ismail Hamed,534,1,41,frankfurt,TRUE
deutsch,männlich,Stephan Braun,534,1,41,frankfurt,TRUE
polnisch,männlich,Mikolaj Janowski,534,1,41,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,396,3,42,köln,TRUE
türkisch,weiblich,Aylin Demirci,440,1.5,39.11,köln,TRUE
arabisch,weiblich,Maryam Abedini,396.43,2,57.62,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,352,2,54.1,dresden,TRUE
deutsch,weiblich,Nina Weiss,396.43,2,57.62,berlin,TRUE
arabisch,männlich,Ismail Hamed,315,1,45,dortmund,FALSE
